age,attrition_status,business_travel_frequency,daily_rate,department,distance_from_home,education_level,education_field,employee_id,environment_satisfaction,gender,hourly_rate,job_involvement_level,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,companies_worked_count,over_time,salary_hike_percent,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_sessions_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_current_manager,age_group,salary_band,experience_level,promotion_due,income_per_year_experience,employee_tenure_category,attrition_risk_score
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1032,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Yes,13,3,1,0,30,4,3,5,3,4,3,Senior Professional,High Income,Expert,No,457.53,Established Employee,Low Risk
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1033,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,No,15,3,1,0,15,2,1,1,0,0,0,Mid Career,Low Income,Senior,No,318.47,New Employee,Medium Risk
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,1034,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Yes,14,3,4,2,17,3,3,8,7,6,7,Senior Professional,Medium Income,Senior,Yes,375.59,Experienced Employee,Medium Risk
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1035,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,No,22,4,2,2,21,3,3,21,16,5,10,Mid Career,High Income,Expert,Yes,951.1,Veteran Employee,Low Risk
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1036,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0,Mid Career,Medium Income,Senior,No,361.11,New Employee,Low Risk
26,Yes,Non-Travel,265,Sales,29,2,Medical,1037,2,Male,79,1,2,Sales Executive,1,Single,4969,21813,8,No,18,3,4,0,7,6,3,2,2,2,2,Early Career,Low Income,Mid-Level,No,709.86,New Employee,Low Risk
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1038,1,Female,57,1,5,Manager,4,Married,19845,25846,1,No,15,3,4,1,33,3,3,32,14,6,9,Senior Professional,High Income,Expert,Yes,601.36,Veteran Employee,Low Risk
44,No,Travel_Rarely,1448,Sales,28,3,Medical,1039,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Yes,18,3,3,1,23,2,3,12,11,11,11,Mid Career,High Income,Expert,Yes,579.13,Veteran Employee,Medium Risk
50,No,Non-Travel,145,Sales,1,3,Life Sciences,1040,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,0,No,12,3,1,1,19,3,3,18,7,0,13,Senior Professional,Medium Income,Senior,No,334.05,Veteran Employee,Low Risk
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1042,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,No,16,3,3,0,18,1,3,17,13,15,14,Mid Career,Low Income,Senior,Yes,152.39,Veteran Employee,Medium Risk
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1043,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Yes,13,3,3,0,21,2,3,21,6,2,8,Mid Career,High Income,Expert,No,518.1,Veteran Employee,Medium Risk
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1044,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,No,19,3,4,0,3,2,2,2,2,2,2,Early Career,Low Income,Junior,No,780.67,New Employee,Low Risk
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1045,4,Female,90,3,4,Manager,4,Married,17650,5404,3,No,13,3,2,1,26,4,4,9,3,1,1,Mid Career,High Income,Expert,No,678.85,Experienced Employee,Low Risk
32,No,Non-Travel,1109,Research & Development,29,4,Medical,1046,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,No,12,3,2,0,10,2,3,8,7,7,7,Early Career,Low Income,Mid-Level,Yes,402.5,Experienced Employee,Low Risk
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1047,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,No,11,3,4,1,16,2,2,15,1,0,9,Early Career,Medium Income,Senior,No,607.81,Veteran Employee,Low Risk
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1048,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4,Senior Professional,High Income,Senior,No,850.29,Experienced Employee,Medium Risk
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1049,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,No,16,3,1,0,6,3,3,6,3,0,4,Mid Career,Low Income,Mid-Level,No,362.83,Experienced Employee,Low Risk
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1050,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,No,12,3,1,1,30,2,3,15,7,6,12,Senior Professional,Medium Income,Expert,Yes,250.83,Veteran Employee,Medium Risk
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,No,14,3,2,1,9,3,2,1,0,0,0,Mid Career,Low Income,Mid-Level,No,537.11,New Employee,Low Risk
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1053,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2,Early Career,Low Income,Mid-Level,No,340.33,Established Employee,Medium Risk
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1055,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0,Early Career,Low Income,Junior,No,2220.0,New Employee,Low Risk
28,No,Travel_Rarely,1144,Sales,10,1,Medical,1056,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,No,22,4,2,0,1,5,3,1,0,0,0,Early Career,Low Income,Junior,No,1052.0,New Employee,Low Risk
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1060,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,2,Mid Career,Low Income,Mid-Level,No,352.62,New Employee,Low Risk
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1061,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7,Senior Professional,High Income,Expert,Yes,663.34,Experienced Employee,Medium Risk
37,No,Travel_Rarely,124,Research & Development,3,3,Other,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,No,15,3,1,0,8,3,2,4,3,0,1,Mid Career,Low Income,Mid-Level,No,513.38,Established Employee,Medium Risk
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1066,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,No,14,3,2,1,8,3,2,7,7,7,5,Mid Career,Medium Income,Mid-Level,Yes,1049.5,Experienced Employee,Medium Risk
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1068,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,No,13,3,3,2,5,5,3,5,3,1,3,Early Career,Low Income,Junior,No,401.4,Established Employee,Low Risk
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1069,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,No,17,3,4,2,23,0,3,2,2,2,2,Senior Professional,High Income,Expert,No,853.35,New Employee,Low Risk
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1070,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,No,11,3,2,1,13,4,3,9,4,7,0,Senior Professional,High Income,Senior,Yes,822.0,Experienced Employee,Low Risk
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1071,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,No,19,3,2,1,18,4,3,5,4,0,3,Senior Professional,Low Income,Senior,No,163.44,Established Employee,Low Risk
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,No,11,3,2,0,15,2,2,14,8,7,8,Mid Career,Medium Income,Senior,Yes,590.53,Veteran Employee,Medium Risk
55,No,Non-Travel,444,Research & Development,2,1,Medical,1074,3,Male,40,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2,Senior Professional,High Income,Expert,Yes,540.52,Experienced Employee,Medium Risk
43,No,Travel_Rarely,415,Sales,25,3,Medical,1076,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,No,13,3,3,1,18,5,3,1,0,0,0,Mid Career,High Income,Senior,No,599.89,New Employee,Low Risk
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1077,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2,Young Professional,Low Income,Junior,No,1161.5,New Employee,Low Risk
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1079,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,No,13,3,1,0,1,6,2,1,0,1,0,Young Professional,Low Income,Junior,No,1416.0,New Employee,Medium Risk
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7,Senior Professional,Low Income,Senior,No,242.89,Veteran Employee,Medium Risk
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1081,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7,Senior Professional,Low Income,Senior,No,136.72,Experienced Employee,Low Risk
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1082,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,0,10,2,2,10,7,1,9,Early Career,Medium Income,Mid-Level,No,872.2,Experienced Employee,Medium Risk
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,No,16,3,1,2,6,2,3,5,3,1,3,Early Career,Low Income,Mid-Level,No,659.17,Established Employee,Low Risk
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,No,15,3,3,1,7,1,2,6,2,0,2,Early Career,Medium Income,Mid-Level,No,1422.43,Experienced Employee,Medium Risk
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1085,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,No,13,3,3,0,10,3,3,10,6,0,8,Mid Career,Low Income,Mid-Level,No,337.6,Experienced Employee,Low Risk
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,No,18,3,1,1,20,4,2,19,9,1,9,Mid Career,Medium Income,Senior,No,441.15,Veteran Employee,Low Risk
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1092,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,No,20,4,4,1,14,6,3,11,10,11,1,Mid Career,High Income,Senior,Yes,737.29,Veteran Employee,Low Risk
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2,Early Career,Low Income,Junior,No,1540.33,Established Employee,Low Risk
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1096,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,1,23,4,3,3,2,1,2,Senior Professional,High Income,Expert,No,477.22,Established Employee,Low Risk
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1097,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,No,13,3,4,0,10,4,4,8,7,1,7,Early Career,Low Income,Mid-Level,No,366.0,Experienced Employee,Low Risk
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1098,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6,Mid Career,High Income,Expert,No,436.75,Veteran Employee,Low Risk
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,No,15,3,3,1,9,2,3,3,2,1,2,Early Career,Medium Income,Mid-Level,No,791.0,Established Employee,Low Risk
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1100,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7,Early Career,Medium Income,Mid-Level,No,1064.67,Experienced Employee,Medium Risk
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1101,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,No,22,4,2,0,14,4,3,13,7,3,8,Early Career,Low Income,Senior,No,322.0,Veteran Employee,Low Risk
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2,Early Career,Low Income,Junior,No,551.75,Established Employee,Low Risk
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1103,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,No,17,3,3,0,7,1,2,6,2,0,4,Early Career,Medium Income,Mid-Level,No,1108.0,Experienced Employee,Low Risk
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0,Mid Career,Medium Income,Mid-Level,No,836.75,New Employee,Low Risk
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1106,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6,Young Professional,Low Income,Mid-Level,Yes,527.29,Experienced Employee,Medium Risk
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,No,20,4,3,1,1,0,2,1,1,0,0,Early Career,Low Income,Junior,No,2377.0,New Employee,Low Risk
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1108,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2,Early Career,Low Income,Junior,No,462.6,New Employee,Medium Risk
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1109,4,Male,35,3,4,Manager,1,Married,17665,14399,0,No,17,3,4,1,23,3,3,22,6,13,7,Mid Career,High Income,Expert,Yes,768.04,Veteran Employee,Medium Risk
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,No,15,3,1,2,1,2,3,1,0,0,0,Early Career,Low Income,Junior,No,2596.0,New Employee,Low Risk
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1113,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0,Senior Professional,Low Income,Junior,No,945.6,New Employee,Low Risk
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1114,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,No,17,3,3,1,4,3,3,3,2,0,2,Early Career,Low Income,Junior,No,1075.5,Established Employee,Low Risk
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1115,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0,Early Career,Low Income,Mid-Level,No,496.5,New Employee,Low Risk
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1116,1,Male,35,4,4,Manager,4,Single,16885,16154,2,No,22,4,3,0,27,3,2,5,4,2,1,Senior Professional,High Income,Expert,No,625.37,Established Employee,Low Risk
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1117,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12,Mid Career,Medium Income,Senior,No,372.87,Veteran Employee,Low Risk
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1118,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0,Senior Professional,High Income,Senior,No,580.28,Experienced Employee,Low Risk
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7,Mid Career,Medium Income,Mid-Level,No,971.11,Experienced Employee,Low Risk
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,Early Career,Low Income,Senior,No,228.55,Experienced Employee,Low Risk
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,No,17,3,2,3,10,3,2,9,7,1,7,Early Career,Medium Income,Mid-Level,No,765.5,Experienced Employee,Medium Risk
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1124,1,Male,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9,Senior Professional,High Income,Expert,No,759.35,Veteran Employee,Low Risk
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1125,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0,Mid Career,Medium Income,Mid-Level,No,735.1,New Employee,Low Risk
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1,Mid Career,High Income,Senior,No,601.11,Experienced Employee,Low Risk
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,No,11,3,4,3,21,4,3,18,7,11,5,Mid Career,High Income,Expert,Yes,579.48,Veteran Employee,Low Risk
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1128,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,No,14,3,1,0,21,2,4,20,7,4,9,Mid Career,High Income,Expert,No,934.57,Veteran Employee,Low Risk
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1131,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2,Young Professional,Low Income,Junior,No,1035.0,New Employee,Medium Risk
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1132,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3,Mid Career,Medium Income,Mid-Level,No,753.56,Established Employee,Medium Risk
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,No,20,4,1,0,18,0,3,11,9,0,9,Mid Career,Medium Income,Senior,No,432.17,Veteran Employee,Low Risk
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1135,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2,Early Career,Low Income,Junior,No,930.33,New Employee,Low Risk
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1136,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,No,17,3,1,0,6,2,1,5,3,0,4,Early Career,Low Income,Mid-Level,No,533.5,Established Employee,Medium Risk
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,1,5,3,3,5,2,0,2,Early Career,Low Income,Junior,No,993.6,Established Employee,Low Risk
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1138,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,No,17,3,2,1,22,3,3,9,8,2,3,Senior Professional,High Income,Expert,No,596.36,Experienced Employee,Low Risk
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,0,5,3,2,3,2,0,2,Early Career,Low Income,Junior,No,806.6,Established Employee,Low Risk
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,No,14,3,4,2,8,2,2,7,5,1,1,Early Career,Low Income,Mid-Level,No,411.38,Experienced Employee,Medium Risk
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0,Mid Career,Low Income,Senior,No,267.0,New Employee,Low Risk
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2,Early Career,Medium Income,Mid-Level,No,505.6,Experienced Employee,Medium Risk
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1152,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0,Mid Career,Low Income,Mid-Level,Yes,406.29,Experienced Employee,Low Risk
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,Early Career,Low Income,Junior,No,901.0,Established Employee,Low Risk
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,No,12,3,4,0,0,0,3,0,0,0,0,Young Professional,Low Income,Junior,No,1904.0,New Employee,Low Risk
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1157,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3,Early Career,Medium Income,Mid-Level,No,1370.67,Established Employee,Medium Risk
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0,Mid Career,Low Income,Mid-Level,No,794.33,New Employee,Low Risk
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,1,2,5,2,2,2,2,2,Early Career,Low Income,Junior,No,1305.0,New Employee,Low Risk
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3,Mid Career,Medium Income,Mid-Level,No,636.78,Experienced Employee,Low Risk
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1162,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,2,Early Career,Low Income,Junior,No,634.75,Established Employee,Low Risk
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1163,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3,Early Career,Medium Income,Mid-Level,No,952.33,Experienced Employee,Low Risk
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1164,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,No,17,3,2,0,6,2,1,5,4,1,4,Early Career,Low Income,Mid-Level,No,720.5,Established Employee,Low Risk
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1165,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10,Early Career,Medium Income,Senior,No,666.91,Veteran Employee,Medium Risk
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1166,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13,Mid Career,High Income,Senior,No,674.95,Veteran Employee,Low Risk
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1167,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14,Mid Career,High Income,Expert,Yes,625.36,Veteran Employee,High Risk
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1171,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,Mid Career,Medium Income,Mid-Level,No,572.78,Experienced Employee,Low Risk
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,Early Career,Low Income,Mid-Level,No,225.8,Experienced Employee,Low Risk
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2,Young Professional,Low Income,Mid-Level,No,599.5,Established Employee,Low Risk
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0,Early Career,Low Income,Junior,No,2515.0,New Employee,Medium Risk
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7,Early Career,Low Income,Mid-Level,No,552.5,Experienced Employee,Low Risk
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4,Early Career,Medium Income,Mid-Level,No,657.8,Experienced Employee,Low Risk
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1180,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0,Mid Career,Low Income,Senior,No,276.38,New Employee,Medium Risk
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,Early Career,High Income,Senior,Yes,684.93,Experienced Employee,Medium Risk
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,0,14,3,3,13,9,4,9,Early Career,Medium Income,Senior,No,381.64,Veteran Employee,Low Risk
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,Early Career,Low Income,Junior,No,1188.0,New Employee,Low Risk
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1188,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,0,7,2,2,4,3,1,3,Mid Career,Medium Income,Mid-Level,No,763.71,Established Employee,Low Risk
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,Early Career,Low Income,Junior,No,2827.0,New Employee,Low Risk
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1191,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,Senior Professional,High Income,Expert,No,712.25,Established Employee,Low Risk
